test_no,crash_type,angle,speed_kph,category
8002,IMPACTOR INTO VEHICLE,270.0,62.4,Side
8003,SLED WITHOUT VEHICLE BODY,10.0,33.5,Sled
8004,SLED WITHOUT VEHICLE BODY,10.0,33.3,Sled
8005,SLED WITHOUT VEHICLE BODY,10.0,33.3,Sled
8006,SLED WITHOUT VEHICLE BODY,10.0,33.6,Sled
8007,SLED WITHOUT VEHICLE BODY,10.0,34.0,Sled
8008,SLED WITHOUT VEHICLE BODY,10.0,34.1,Sled
8009,SLED WITHOUT VEHICLE BODY,10.0,34.0,Sled
8010,SLED WITHOUT VEHICLE BODY,10.0,34.1,Sled
8011,SLED WITHOUT VEHICLE BODY,10.0,34.0,Sled
8012,SLED WITHOUT VEHICLE BODY,10.0,34.1,Sled
8013,SLED WITHOUT VEHICLE BODY,10.0,34.1,Sled
8014,SLED WITHOUT VEHICLE BODY,10.0,34.1,Sled
8015,SLED WITHOUT VEHICLE BODY,10.0,33.8,Sled
8016,SLED WITHOUT VEHICLE BODY,10.0,34.0,Sled
8017,SLED WITHOUT VEHICLE BODY,10.0,34.0,Sled
8018,SLED WITHOUT VEHICLE BODY,10.0,34.3,Sled
8019,SLED WITHOUT VEHICLE BODY,10.0,34.3,Sled
8020,SLED WITHOUT VEHICLE BODY,10.0,34.1,Sled
8024,VEHICLE INTO BARRIER,0.0,56.21,Frontal
8025,IMPACTOR INTO VEHICLE,270.0,61.65,Side
8026,VEHICLE INTO BARRIER,0.0,56.98,Frontal
8027,VEHICLE INTO BARRIER,0.0,56.37,Frontal
8028,VEHICLE INTO POLE,270.0,32.26,Side
8029,VEHICLE INTO POLE,270.0,32.21,Side
8030,VEHICLE INTO BARRIER,0.0,56.51,Frontal
8031,IMPACTOR INTO VEHICLE,270.0,62.43,Side
8032,VEHICLE INTO POLE,270.0,32.32,Side
8033,IMPACTOR INTO VEHICLE,270.0,62.46,Side
8034,VEHICLE INTO POLE,270.0,32.05,Side
8035,VEHICLE INTO BARRIER,0.0,56.26,Frontal
8036,VEHICLE INTO BARRIER,0.0,56.5,Frontal
8037,VEHICLE INTO POLE,270.0,32.18,Side
8038,VEHICLE INTO BARRIER,0.0,56.34,Frontal
8039,IMPACTOR INTO VEHICLE,270.0,62.57,Side
8040,VEHICLE INTO POLE,270.0,32.5,Side
8041,IMPACTOR INTO VEHICLE,270.0,62.41,Side
8043,VEHICLE INTO BARRIER,0.0,56.21,Frontal
8044,IMPACTOR INTO VEHICLE,270.0,62.2,Side
8045,VEHICLE INTO BARRIER,0.0,56.17,Frontal
8046,VEHICLE INTO POLE,270.0,31.75,Side
8047,IMPACTOR INTO VEHICLE,270.0,61.99,Side
8048,VEHICLE INTO BARRIER,0.0,56.39,Frontal
8049,VEHICLE INTO BARRIER,0.0,55.71,Frontal
8050,VEHICLE INTO POLE,270.0,32.37,Side
8051,IMPACTOR INTO VEHICLE,270.0,62.49,Side
8052,VEHICLE INTO POLE,270.0,32.17,Side
8053,IMPACTOR INTO VEHICLE,270.0,62.59,Side
8054,IMPACTOR INTO VEHICLE,270.0,61.91,Side
8055,VEHICLE INTO BARRIER,0.0,56.2,Frontal
8056,VEHICLE INTO POLE,270.0,32.14,Side
8057,VEHICLE INTO BARRIER,0.0,56.37,Frontal
8058,IMPACTOR INTO VEHICLE,270.0,62.31,Side
8059,IMPACTOR INTO VEHICLE,270.0,61.53,Side
8060,VEHICLE INTO POLE,270.0,31.74,Side
8061,VEHICLE INTO BARRIER,0.0,0.0,Frontal
8062,VEHICLE INTO BARRIER,0.0,0.0,Frontal
8063,IMPACTOR INTO VEHICLE,270.0,62.36,Side
8064,VEHICLE INTO BARRIER,0.0,56.82,Frontal
8065,IMPACTOR INTO VEHICLE,270.0,62.12,Side
8066,VEHICLE INTO BARRIER,0.0,56.24,Frontal
8067,VEHICLE INTO POLE,270.0,31.99,Side
8068,VEHICLE INTO BARRIER,0.0,56.15,Frontal
8069,IMPACTOR INTO VEHICLE,270.0,62.21,Side
8070,VEHICLE INTO POLE,270.0,32.07,Side
8071,VEHICLE INTO BARRIER,0.0,56.36,Frontal
8072,IMPACTOR INTO VEHICLE,270.0,62.02,Side
8073,VEHICLE INTO POLE,270.0,32.01,Side
8074,IMPACTOR INTO VEHICLE,270.0,62.2,Side
8075,VEHICLE INTO POLE,270.0,31.56,Side
8076,VEHICLE INTO POLE,270.0,31.93,Side
8077,VEHICLE INTO BARRIER,0.0,56.26,Frontal
8078,IMPACTOR INTO VEHICLE,270.0,62.16,Side
8079,IMPACTOR INTO VEHICLE,270.0,62.03,Side
8080,VEHICLE INTO BARRIER,0.0,56.16,Frontal
8081,VEHICLE INTO BARRIER,0.0,56.38,Frontal
8082,IMPACTOR INTO VEHICLE,270.0,61.65,Side
8083,VEHICLE INTO POLE,270.0,32.51,Side
8090,VEHICLE INTO POLE,270.0,32.05,Side
8091,VEHICLE INTO BARRIER,0.0,56.19,Frontal
8092,IMPACTOR INTO VEHICLE,270.0,62.16,Side
8093,VEHICLE INTO POLE,270.0,32.14,Side
8098,VEHICLE INTO POLE,270.0,32.08,Side
8100,VEHICLE INTO BARRIER,0.0,56.26,Frontal
8101,IMPACTOR INTO VEHICLE,270.0,62.28,Side
8102,IMPACTOR INTO VEHICLE,270.0,61.95,Side
8103,VEHICLE INTO POLE,270.0,32.11,Side
8104,VEHICLE INTO BARRIER,0.0,55.65,Frontal
8105,IMPACTOR INTO VEHICLE,270.0,61.62,Side
8106,VEHICLE INTO BARRIER,0.0,56.55,Frontal
8107,VEHICLE INTO POLE,270.0,32.19,Side
8108,IMPACTOR INTO VEHICLE,270.0,61.48,Side
8110,VEHICLE INTO POLE,270.0,31.67,Side
8111,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8112,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8113,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8114,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8115,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8116,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8117,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8118,VEHICLE INTO POLE,270.0,32.53,Side
8119,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8120,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8121,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8122,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8123,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8124,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8125,VEHICLE INTO BARRIER,0.0,56.36,Frontal
8126,IMPACTOR INTO VEHICLE,270.0,62.1,Side
8143,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8145,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8146,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8147,VEHICLE INTO BARRIER,0.0,39.4,Frontal
8148,VEHICLE INTO POLE,270.0,32.43,Side
8149,IMPACTOR INTO VEHICLE,270.0,62.19,Side
8150,IMPACTOR INTO VEHICLE,270.0,62.22,Side
8151,VEHICLE INTO BARRIER,0.0,56.38,Frontal
8152,VEHICLE INTO POLE,270.0,32.13,Side
8153,VEHICLE INTO BARRIER,0.0,55.65,Frontal
8154,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8155,VEHICLE INTO BARRIER,0.0,56.36,Frontal
8156,VEHICLE INTO BARRIER,0.0,56.18,Frontal
8157,IMPACTOR INTO VEHICLE,270.0,62.44,Side
8158,VEHICLE INTO BARRIER,0.0,56.54,Frontal
8159,VEHICLE INTO BARRIER,0.0,39.6,Frontal
8160,LOW RISK DEPLOYMENT,0.0,0.0,Other
8161,LOW RISK DEPLOYMENT,0.0,0.0,Other
8162,LOW RISK DEPLOYMENT,0.0,0.0,Other
8163,LOW RISK DEPLOYMENT,0.0,0.0,Other
8164,LOW RISK DEPLOYMENT,0.0,0.0,Other
8165,LOW RISK DEPLOYMENT,0.0,0.0,Other
8166,LOW RISK DEPLOYMENT,0.0,0.0,Other
8167,LOW RISK DEPLOYMENT,0.0,0.0,Other
8168,LOW RISK DEPLOYMENT,0.0,0.0,Other
8169,LOW RISK DEPLOYMENT,0.0,0.0,Other
8170,LOW RISK DEPLOYMENT,0.0,0.0,Other
8171,LOW RISK DEPLOYMENT,0.0,0.0,Other
8172,LOW RISK DEPLOYMENT,0.0,0.0,Other
8173,LOW RISK DEPLOYMENT,0.0,0.0,Other
8174,LOW RISK DEPLOYMENT,0.0,0.0,Other
8175,LOW RISK DEPLOYMENT,0.0,0.0,Other
8176,LOW RISK DEPLOYMENT,0.0,0.0,Other
8177,LOW RISK DEPLOYMENT,0.0,0.0,Other
8178,LOW RISK DEPLOYMENT,0.0,0.0,Other
8179,LOW RISK DEPLOYMENT,0.0,0.0,Other
8180,VEHICLE INTO POLE,270.0,32.58,Side
8181,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8182,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8183,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8184,IMPACTOR INTO VEHICLE,270.0,62.44,Side
8185,IMPACTOR INTO VEHICLE,270.0,62.02,Side
8189,VEHICLE INTO BARRIER,0.0,56.1,Frontal
8190,VEHICLE INTO POLE,270.0,32.24,Side
8191,VEHICLE INTO BARRIER,0.0,56.67,Frontal
8192,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8193,VEHICLE INTO BARRIER,0.0,56.21,Frontal
8194,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8195,VEHICLE INTO BARRIER,0.0,39.8,Frontal
8196,VEHICLE INTO BARRIER,0.0,39.6,Frontal
8197,VEHICLE INTO BARRIER,30.0,39.8,Frontal
8198,LOW RISK DEPLOYMENT,0.0,0.0,Other
8199,LOW RISK DEPLOYMENT,0.0,0.0,Other
8200,LOW RISK DEPLOYMENT,0.0,0.0,Other
8201,LOW RISK DEPLOYMENT,0.0,0.0,Other
8202,LOW RISK DEPLOYMENT,0.0,0.0,Other
8203,LOW RISK DEPLOYMENT,0.0,0.0,Other
8204,VEHICLE INTO BARRIER,0.0,56.2,Frontal
8205,IMPACTOR INTO VEHICLE,270.0,61.54,Side
8206,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8207,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8208,VEHICLE INTO POLE,270.0,32.41,Side
8209,VEHICLE INTO BARRIER,0.0,56.37,Frontal
8211,VEHICLE INTO POLE,270.0,32.37,Side
8212,VEHICLE INTO BARRIER,0.0,56.21,Frontal
8213,VEHICLE INTO BARRIER,0.0,56.52,Frontal
8214,IMPACTOR INTO VEHICLE,270.0,62.22,Side
8215,VEHICLE INTO POLE,270.0,32.37,Side
8216,IMPACTOR INTO VEHICLE,270.0,62.59,Side
8217,VEHICLE INTO BARRIER,0.0,56.39,Frontal
8218,VEHICLE INTO POLE,270.0,32.32,Side
8219,IMPACTOR INTO VEHICLE,270.0,62.07,Side
8220,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8221,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8222,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8223,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8226,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8227,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8228,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8229,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8232,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8249,LOW RISK DEPLOYMENT,0.0,0.0,Other
8250,LOW RISK DEPLOYMENT,0.0,0.0,Other
8251,VEHICLE INTO BARRIER,0.0,55.5,Frontal
8252,SLED WITHOUT VEHICLE BODY,10.0,32.6,Sled
8253,SLED WITHOUT VEHICLE BODY,10.0,32.1,Sled
8254,SLED WITHOUT VEHICLE BODY,10.0,32.1,Sled
8255,SLED WITHOUT VEHICLE BODY,10.0,32.2,Sled
8256,SLED WITHOUT VEHICLE BODY,10.0,32.1,Sled
8257,SLED WITHOUT VEHICLE BODY,10.0,32.0,Sled
8258,SLED WITHOUT VEHICLE BODY,10.0,31.8,Sled
8259,SLED WITHOUT VEHICLE BODY,10.0,31.8,Sled
8260,SLED WITHOUT VEHICLE BODY,10.0,32.1,Sled
8261,SLED WITHOUT VEHICLE BODY,10.0,32.0,Sled
8262,SLED WITHOUT VEHICLE BODY,10.0,32.0,Sled
8263,SLED WITHOUT VEHICLE BODY,10.0,32.0,Sled
8264,SLED WITHOUT VEHICLE BODY,10.0,32.1,Sled
8265,SLED WITHOUT VEHICLE BODY,10.0,32.0,Sled
8266,SLED WITHOUT VEHICLE BODY,10.0,32.0,Sled
8267,SLED WITHOUT VEHICLE BODY,10.0,32.3,Sled
8268,SLED WITHOUT VEHICLE BODY,10.0,32.25,Sled
8269,SLED WITHOUT VEHICLE BODY,10.0,32.2,Sled
8270,SLED WITHOUT VEHICLE BODY,10.0,32.14,Sled
8271,SLED WITHOUT VEHICLE BODY,10.0,32.14,Sled
8272,SLED WITHOUT VEHICLE BODY,10.0,32.2,Sled
8273,SLED WITHOUT VEHICLE BODY,10.0,32.25,Sled
8274,SLED WITHOUT VEHICLE BODY,10.0,32.22,Sled
8275,SLED WITHOUT VEHICLE BODY,10.0,32.22,Sled
8276,SLED WITHOUT VEHICLE BODY,10.0,32.27,Sled
8277,SLED WITHOUT VEHICLE BODY,10.0,32.2,Sled
8278,SLED WITHOUT VEHICLE BODY,10.0,32.12,Sled
8279,SLED WITHOUT VEHICLE BODY,10.0,32.17,Sled
8280,SLED WITHOUT VEHICLE BODY,10.0,32.07,Sled
8281,SLED WITHOUT VEHICLE BODY,10.0,32.14,Sled
8282,SLED WITHOUT VEHICLE BODY,10.0,32.15,Sled
8283,SLED WITHOUT VEHICLE BODY,10.0,32.07,Sled
8284,SLED WITHOUT VEHICLE BODY,10.0,32.41,Sled
8285,SLED WITHOUT VEHICLE BODY,10.0,32.35,Sled
8286,SLED WITHOUT VEHICLE BODY,10.0,32.22,Sled
8287,SLED WITHOUT VEHICLE BODY,10.0,32.17,Sled
8288,SLED WITHOUT VEHICLE BODY,10.0,32.14,Sled
8290,VEHICLE INTO BARRIER,0.0,56.55,Frontal
8291,VEHICLE INTO POLE,270.0,32.36,Side
8292,IMPACTOR INTO VEHICLE,270.0,61.53,Side
8293,VEHICLE INTO BARRIER,0.0,56.47,Frontal
8294,VEHICLE INTO BARRIER,0.0,56.08,Frontal
8295,VEHICLE INTO POLE,270.0,32.08,Side
8296,IMPACTOR INTO VEHICLE,270.0,62.1,Side
8297,VEHICLE INTO BARRIER,0.0,56.37,Frontal
8298,VEHICLE INTO POLE,270.0,32.17,Side
8299,IMPACTOR INTO VEHICLE,270.0,62.12,Side
8300,SLED WITHOUT VEHICLE BODY,10.0,31.9,Sled
8301,SLED WITHOUT VEHICLE BODY,10.0,32.0,Sled
8302,SLED WITHOUT VEHICLE BODY,10.0,32.0,Sled
8303,SLED WITHOUT VEHICLE BODY,10.0,32.0,Sled
8304,SLED WITHOUT VEHICLE BODY,10.0,31.9,Sled
8305,SLED WITHOUT VEHICLE BODY,10.0,31.9,Sled
8306,SLED WITHOUT VEHICLE BODY,10.0,32.2,Sled
8307,SLED WITHOUT VEHICLE BODY,10.0,32.2,Sled
8308,VEHICLE INTO BARRIER,0.0,56.23,Frontal
8309,VEHICLE INTO POLE,270.0,32.28,Side
8310,IMPACTOR INTO VEHICLE,270.0,61.67,Side
8311,VEHICLE INTO POLE,270.0,31.44,Side
8312,IMPACTOR INTO VEHICLE,270.0,61.45,Side
8313,VEHICLE INTO BARRIER,0.0,56.49,Frontal
8314,VEHICLE INTO BARRIER,0.0,56.23,Frontal
8315,IMPACTOR INTO VEHICLE,270.0,62.36,Side
8316,VEHICLE INTO BARRIER,0.0,56.55,Frontal
8317,IMPACTOR INTO VEHICLE,270.0,62.26,Side
8318,VEHICLE INTO POLE,270.0,32.05,Side
8319,VEHICLE INTO POLE,270.0,32.04,Side
8320,VEHICLE INTO POLE,270.0,32.01,Side
8321,VEHICLE INTO BARRIER,0.0,56.3,Frontal
8322,VEHICLE INTO BARRIER,0.0,56.38,Frontal
8323,IMPACTOR INTO VEHICLE,270.0,61.92,Side
8324,IMPACTOR INTO VEHICLE,270.0,62.21,Side
8325,VEHICLE INTO BARRIER,0.0,39.6,Frontal
8326,LOW RISK DEPLOYMENT,0.0,0.0,Other
8327,LOW RISK DEPLOYMENT,0.0,0.0,Other
8328,LOW RISK DEPLOYMENT,0.0,0.0,Other
8329,LOW RISK DEPLOYMENT,0.0,0.0,Other
8330,VEHICLE INTO POLE,270.0,32.49,Side
8331,SLED WITHOUT VEHICLE BODY,10.0,32.9,Sled
8332,SLED WITHOUT VEHICLE BODY,10.0,33.1,Sled
8333,SLED WITHOUT VEHICLE BODY,10.0,33.1,Sled
8334,SLED WITHOUT VEHICLE BODY,10.0,33.3,Sled
8335,SLED WITHOUT VEHICLE BODY,10.0,33.5,Sled
8336,SLED WITHOUT VEHICLE BODY,10.0,33.5,Sled
8337,SLED WITHOUT VEHICLE BODY,10.0,33.3,Sled
8338,SLED WITHOUT VEHICLE BODY,10.0,33.2,Sled
8339,SLED WITHOUT VEHICLE BODY,10.0,33.0,Sled
8340,SLED WITHOUT VEHICLE BODY,10.0,32.8,Sled
8341,SLED WITHOUT VEHICLE BODY,10.0,32.7,Sled
8342,SLED WITHOUT VEHICLE BODY,10.0,32.8,Sled
8343,IMPACTOR INTO VEHICLE,270.0,61.7,Side
8344,IMPACTOR INTO VEHICLE,270.0,61.4,Side
8345,IMPACTOR INTO VEHICLE,270.0,61.4,Side
8346,IMPACTOR INTO VEHICLE,270.0,61.0,Side
8347,IMPACTOR INTO VEHICLE,270.0,61.24,Side
8348,IMPACTOR INTO VEHICLE,270.0,61.8,Side
8349,IMPACTOR INTO VEHICLE,270.0,61.64,Side
8350,IMPACTOR INTO VEHICLE,270.0,62.15,Side
8351,IMPACTOR INTO VEHICLE,270.0,61.51,Side
8352,IMPACTOR INTO VEHICLE,270.0,62.19,Side
8353,IMPACTOR INTO VEHICLE,270.0,61.86,Side
8354,IMPACTOR INTO VEHICLE,270.0,61.84,Side
8355,IMPACTOR INTO VEHICLE,270.0,61.94,Side
8356,VEHICLE INTO BARRIER,0.0,56.57,Frontal
8357,IMPACTOR INTO VEHICLE,270.0,61.99,Side
8358,VEHICLE INTO BARRIER,0.0,56.25,Frontal
8359,VEHICLE INTO POLE,270.0,32.09,Side
8375,LOW RISK DEPLOYMENT,0.0,0.0,Other
8376,LOW RISK DEPLOYMENT,0.0,0.0,Other
8377,LOW RISK DEPLOYMENT,0.0,0.0,Other
8378,LOW RISK DEPLOYMENT,0.0,0.0,Other
8379,VEHICLE INTO BARRIER,0.0,39.8,Frontal
8380,VEHICLE INTO BARRIER,0.0,39.8,Frontal
8384,IMPACTOR INTO VEHICLE,270.0,62.19,Side
8385,VEHICLE INTO BARRIER,0.0,56.56,Frontal
8386,VEHICLE INTO POLE,270.0,32.1,Side
8387,VEHICLE INTO BARRIER,30.0,39.8,Frontal
8388,VEHICLE INTO BARRIER,0.0,39.6,Frontal
8390,LOW RISK DEPLOYMENT,0.0,0.0,Other
8391,LOW RISK DEPLOYMENT,0.0,0.0,Other
8392,LOW RISK DEPLOYMENT,0.0,0.0,Other
8393,LOW RISK DEPLOYMENT,0.0,0.0,Other
8394,LOW RISK DEPLOYMENT,0.0,0.0,Other
8395,LOW RISK DEPLOYMENT,0.0,0.0,Other
8396,LOW RISK DEPLOYMENT,0.0,0.0,Other
8397,LOW RISK DEPLOYMENT,0.0,0.0,Other
8398,LOW RISK DEPLOYMENT,0.0,0.0,Other
8399,LOW RISK DEPLOYMENT,0.0,0.0,Other
8400,LOW RISK DEPLOYMENT,0.0,0.0,Other
8401,LOW RISK DEPLOYMENT,0.0,0.0,Other
8402,IMPACTOR INTO VEHICLE,270.0,62.2,Side
8403,VEHICLE INTO POLE,270.0,32.1,Side
8404,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8405,VEHICLE INTO BARRIER,0.0,56.31,Frontal
8406,VEHICLE INTO POLE,270.0,32.12,Side
8407,VEHICLE INTO BARRIER,0.0,56.37,Frontal
8408,VEHICLE INTO POLE,270.0,32.05,Side
8409,IMPACTOR INTO VEHICLE,270.0,62.11,Side
8410,VEHICLE INTO POLE,270.0,31.85,Side
8412,VEHICLE INTO BARRIER,0.0,56.42,Frontal
8413,VEHICLE INTO BARRIER,0.0,57.04,Frontal
8414,IMPACTOR INTO VEHICLE,270.0,62.25,Side
8415,SLED WITH VEHICLE BODY,0.0,56.0,Sled
8416,SLED WITH VEHICLE BODY,0.0,56.3,Sled
8417,SLED WITH VEHICLE BODY,0.0,55.9,Sled
8418,SLED WITH VEHICLE BODY,0.0,55.9,Sled
8419,SLED WITH VEHICLE BODY,0.0,56.0,Sled
8420,SLED WITH VEHICLE BODY,0.0,55.9,Sled
8421,SLED WITH VEHICLE BODY,0.0,56.0,Sled
8422,SLED WITH VEHICLE BODY,0.0,55.9,Sled
8423,SLED WITH VEHICLE BODY,0.0,56.0,Sled
8424,SLED WITH VEHICLE BODY,0.0,56.3,Sled
8425,SLED WITH VEHICLE BODY,0.0,55.8,Sled
8426,SLED WITH VEHICLE BODY,0.0,55.8,Sled
8427,SLED WITH VEHICLE BODY,0.0,56.0,Sled
8428,SLED WITH VEHICLE BODY,0.0,56.0,Sled
8429,SLED WITH VEHICLE BODY,0.0,55.8,Sled
8430,SLED WITH VEHICLE BODY,0.0,55.9,Sled
8431,SLED WITH VEHICLE BODY,0.0,56.0,Sled
8432,SLED WITH VEHICLE BODY,0.0,55.9,Sled
8433,SLED WITH VEHICLE BODY,0.0,55.8,Sled
8434,SLED WITH VEHICLE BODY,0.0,55.9,Sled
8435,SLED WITH VEHICLE BODY,0.0,55.5,Sled
8436,SLED WITH VEHICLE BODY,0.0,55.8,Sled
8437,SLED WITH VEHICLE BODY,0.0,55.9,Sled
8438,SLED WITH VEHICLE BODY,0.0,56.0,Sled
8439,SLED WITH VEHICLE BODY,0.0,55.9,Sled
8440,SLED WITH VEHICLE BODY,0.0,55.8,Sled
8441,IMPACTOR INTO VEHICLE,270.0,61.81,Side
8442,IMPACTOR INTO VEHICLE,270.0,62.09,Side
8443,VEHICLE INTO POLE,270.0,32.2,Side
8444,VEHICLE INTO POLE,270.0,31.83,Side
8445,IMPACTOR INTO VEHICLE,270.0,61.47,Side
8446,VEHICLE INTO BARRIER,0.0,56.19,Frontal
8447,IMPACTOR INTO VEHICLE,270.0,62.28,Side
8448,VEHICLE INTO POLE,270.0,32.12,Side
8449,IMPACTOR INTO VEHICLE,270.0,62.07,Side
8450,VEHICLE INTO POLE,270.0,31.93,Side
8451,IMPACTOR INTO VEHICLE,270.0,61.5,Side
8452,IMPACTOR INTO VEHICLE,270.0,61.84,Side
8453,VEHICLE INTO POLE,270.0,32.8,Side
8454,VEHICLE INTO POLE,270.0,32.07,Side
8455,VEHICLE INTO BARRIER,0.0,56.93,Frontal
8456,VEHICLE INTO BARRIER,0.0,56.4,Frontal
8457,VEHICLE INTO BARRIER,0.0,56.43,Frontal
8458,IMPACTOR INTO VEHICLE,270.0,61.71,Side
8459,VEHICLE INTO BARRIER,0.0,56.3,Frontal
8460,IMPACTOR INTO VEHICLE,270.0,62.22,Side
8461,VEHICLE INTO POLE,270.0,31.95,Side
8462,VEHICLE INTO POLE,270.0,31.95,Side
8463,VEHICLE INTO POLE,270.0,31.78,Side
8464,VEHICLE INTO BARRIER,0.0,55.9,Frontal
8465,IMPACTOR INTO VEHICLE,270.0,62.07,Side
8466,VEHICLE INTO POLE,270.0,31.75,Side
8468,IMPACTOR INTO VEHICLE,270.0,61.96,Side
8469,VEHICLE INTO POLE,270.0,31.96,Side
8470,VEHICLE INTO BARRIER,0.0,56.56,Frontal
8471,VEHICLE INTO POLE,270.0,32.35,Side
8472,IMPACTOR INTO VEHICLE,270.0,62.24,Side
8473,IMPACTOR INTO VEHICLE,270.0,61.92,Side
8475,IMPACTOR INTO VEHICLE,345.0,89.76,Rear
8476,IMPACTOR INTO VEHICLE,345.0,89.8,Rear
8477,IMPACTOR INTO VEHICLE,345.0,90.08,Rear
8478,IMPACTOR INTO VEHICLE,345.0,89.73,Rear
8479,VEHICLE INTO POLE,270.0,32.02,Side
8480,VEHICLE INTO BARRIER,0.0,56.43,Frontal
8481,VEHICLE INTO POLE,270.0,31.89,Side
8485,IMPACTOR INTO VEHICLE,270.0,61.9,Side
8487,VEHICLE INTO BARRIER,0.0,56.61,Frontal
8488,IMPACTOR INTO VEHICLE,345.0,90.04,Rear
8489,VEHICLE INTO POLE,270.0,32.54,Side
8490,IMPACTOR INTO VEHICLE,270.0,61.94,Side
8491,IMPACTOR INTO VEHICLE,270.0,62.08,Side
8492,VEHICLE INTO POLE,270.0,32.42,Side
8493,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8494,IMPACTOR INTO VEHICLE,270.0,62.0,Side
8495,VEHICLE INTO BARRIER,0.0,56.25,Frontal
8497,VEHICLE INTO POLE,270.0,32.14,Side
8498,IMPACTOR INTO VEHICLE,270.0,62.14,Side
8499,VEHICLE INTO POLE,270.0,32.26,Side
8500,OTHER,0.0,0.0,Other
8501,OTHER,0.0,0.0,Other
8502,OTHER,0.0,0.0,Other
8503,OTHER,0.0,0.0,Other
8504,OTHER,0.0,0.0,Other
8505,OTHER,0.0,0.0,Other
8510,IMPACTOR INTO VEHICLE,353.0,90.38,Rear
8511,IMPACTOR INTO VEHICLE,345.0,90.26,Rear
8513,IMPACTOR INTO VEHICLE,270.0,61.58,Side
8514,IMPACTOR INTO VEHICLE,270.0,61.97,Side
8515,VEHICLE INTO BARRIER,0.0,56.11,Frontal
8516,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8517,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8518,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8519,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8520,VEHICLE INTO BARRIER,0.0,56.05,Frontal
8521,VEHICLE INTO BARRIER,0.0,56.42,Frontal
8522,IMPACTOR INTO VEHICLE,270.0,61.91,Side
8523,VEHICLE INTO POLE,270.0,31.78,Side
8524,VEHICLE INTO POLE,270.0,32.06,Side
8525,IMPACTOR INTO VEHICLE,270.0,61.98,Side
8526,VEHICLE INTO BARRIER,0.0,56.19,Frontal
8527,FORWARD COLLISION WARNING PERFORMANCE TEST,0.0,1.61,Other
8528,VEHICLE INTO POLE,270.0,32.4,Side
8531,VEHICLE INTO BARRIER,0.0,56.43,Frontal
8532,VEHICLE INTO POLE,270.0,32.01,Side
8533,IMPACTOR INTO VEHICLE,270.0,62.06,Side
8534,VEHICLE INTO POLE,270.0,32.02,Side
8535,IMPACTOR INTO VEHICLE,270.0,62.17,Side
8536,IMPACTOR INTO VEHICLE,270.0,61.72,Side
8537,VEHICLE INTO BARRIER,0.0,56.5,Frontal
8538,VEHICLE INTO BARRIER,0.0,55.98,Frontal
8539,VEHICLE INTO BARRIER,0.0,56.39,Frontal
8540,VEHICLE INTO BARRIER,0.0,56.44,Frontal
8541,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8542,STATIC AIR BAG TEST SIDE,0.0,0.0,Side
8543,VEHICLE INTO BARRIER,0.0,56.42,Frontal
8544,VEHICLE INTO POLE,270.0,32.72,Side
8545,VEHICLE INTO BARRIER,0.0,56.71,Frontal
8546,IMPACTOR INTO VEHICLE,270.0,61.21,Side
8547,VEHICLE INTO VEHICLE,180.0,64.51,Other
