TestNo,ChannelName,Rank,Inst_InsCom,Description,Unit
9295,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09295_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0545s, max@0.0528s",gn
9296,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09296_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0464s, max@0.0416s",gn
9326,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09326_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0405s, max@0.0401s",gn
9332,10DOORLERE00AC1P,1,V1 LEFT REAR SILL X ACCELERATION,"v09332_237aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.01705s, max@0.01865s",gn
9333,10DOORLERE00AC1P,1,V1 LEFT REAR SILL X ACCELERATION,"v09333_237aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.0175s, max@0.01915s",gn
9334,10DOORLERE00AC1P,1,V1 LEFT REAR SILL X ACCELERATION,"v09334_237aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.0465s, max@0.0134s",gn
9335,10DOORLERE00AC1P,1,V1 LEFT REAR SILL X ACCELERATION,"v09335_237aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.03715s, max@0.03475s",gn
9336,10DOORLERE00AC1P,1,V1 LEFT REAR SILL X ACCELERATION,"v09336_237aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.02095s, max@0.01945s",gn
9337,10DOORLERE00AC1P,1,V1 LEFT REAR SILL X ACCELERATION,"v09337_237aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.05035s, max@0.01575s",gn
9350,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09350_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0424s, max@0.0429s",gn
9484,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v09484_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.01608s, max@0.01656s",gn
9487,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v09487_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0442s, max@0.0246s",gn
9492,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09492_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0632s, max@0.0629s",gn
9493,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v09493_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.06552s, max@0.02072s",gn
9494,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v09494_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0205s, max@0.0221s",gn
9503,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09503_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.043s, max@0.0179s",gn
9508,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v09508_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0183s, max@0.01705s",gn
9511,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v09511_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0477s, max@0.0283s",gn
9512,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09512_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0259s, max@0.0277s",gn
9552,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09552_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.063s, max@0.0877s",gn
9553,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v09553_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.05048s, max@0.01792s",gn
9557,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09557_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.056s, max@0.0263s",gn
9561,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v09561_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.058s, max@0.03752s",gn
9563,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v09563_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0207s, max@0.0242s",gn
9566,10DOORLERE00AC1P,1,V1 LEFT REAR SILL X ACCELERATION,"v09566_234aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.0348s, max@0.03395s",gn
9567,10DOORLERE00AC1P,1,V1 LEFT REAR SILL X ACCELERATION,"v09567_234aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.0139s, max@0.0179s",gn
9568,10DOORLERE00AC1P,1,V1 LEFT REAR SILL X ACCELERATION,"v09568_234aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.01755s, max@0.0275s",gn
9569,10DOORLERE00AC1P,1,V1 LEFT REAR SILL X ACCELERATION,"v09569_234aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.0475s, max@0.02705s",gn
9570,10DOORLERE00AC1P,1,V1 LEFT REAR SILL X ACCELERATION,"v09570_234aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.05835s, max@0.01505s",gn
9571,10DOORLERE00AC1P,1,V1 LEFT REAR SILL X ACCELERATION,"v09571_234aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.0141s, max@0.0134s",gn
9591,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v09591_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.02456s, max@0.02496s",gn
9592,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09592_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0232s, max@0.048s",gn
9593,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09593_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0343s, max@0.0271s",gn
9649,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09649_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0507s, max@0.0201s",gn
9662,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v09662_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0386s, max@0.03885s",gn
9696,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09696_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0131s, max@0.0252s",gn
9745,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09745_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0404s, max@0.0137s",gn
9757,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v09757_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0418s, max@0.0416s",gn
9761,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09761_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0481s, max@0.0565s",gn
9762,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v09762_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0383s, max@0.085s",gn
9763,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09763_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0537s, max@0.0534s",gn
9764,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v09764_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.02144s, max@0.01792s",gn
9793,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v09793_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.05275s, max@0.05235s",gn
9801,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09801_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0368s, max@0.0325s",gn
9808,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09808_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0272s, max@0.0286s",gn
9939,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09939_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0706s, max@0.0753s",gn
9946,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v09946_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.06688s, max@0.0764s",gn
9958,10DOORLERE00AC1P,1,V1 LEFT REAR SILL X ACCELERATION,"v09958_234aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.0397s, max@0.01955s",gn
9961,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09961_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.048s, max@0.091s",gn
9964,10DOORLERE00AC1P,1,V1 LEFT REAR SILL X ACCELERATION,"v09964_186aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.0184s, max@0.0271s",gn
9965,10DOORLERE00AC1P,1,V1 LEFT REAR SILL X ACCELERATION,"v09965_186aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.05305s, max@0.02045s",gn
9966,10DOORLERE00AC1P,1,V1 LEFT REAR SILL X ACCELERATION,"v09966_186aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=4000; min@0.0239s, max@0.02265s",gn
9969,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v09969_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.02264s, max@0.01864s",gn
9970,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09970_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0222s, max@0.0264s",gn
9973,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v09973_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.04605s, max@0.0477s",gn
9982,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v09982_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0308s, max@0.0312s",gn
9984,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v09984_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.0376s, max@0.03728s",gn
9987,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v09987_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.01624s, max@0.02784s",gn
9989,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v09989_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.02295s, max@0.0276s",gn
9991,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v09991_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.02608s, max@0.0276s",gn
9992,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v09992_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0218s, max@0.023s",gn
9997,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v09997_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0406s, max@0.0192s",gn
9999,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v09999_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0177s, max@0.0171s",gn
10000,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10000_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0612s, max@0.0218s",gn
10001,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10001_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0167s, max@0.0211s",gn
10002,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10002_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0327s, max@0.0221s",gn
10005,10SEATLERE00AC1P,2,V1 LEFT REAR SEAT CROSSMEMBER AX,"v10005_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.05445s, max@0.0494s",gn
10007,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10007_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0495s, max@0.0374s",gn
10027,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10027_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0298s, max@0.0313s",gn
10028,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10028_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0513s, max@0.0295s",gn
10031,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10031_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0555s, max@0.0259s",gn
10034,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10034_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0177s, max@0.035s",gn
10039,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10039_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0058s, max@0.0147s",gn
10049,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10049_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0179s, max@0.0373s",gn
10050,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10050_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0169s, max@0.0175s",gn
10058,10SEATLERE00AC1P,2,LEFT REAR SEAT CROSSMEMBER AX,"v10058_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.05995s, max@0.03855s",gn
10060,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10060_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0539s, max@0.0545s",gn
10068,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10068_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0403s, max@0.0223s",gn
10075,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10075_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0477s, max@0.047s",gn
10076,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10076_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0261s, max@0.0231s",gn
10088,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10088_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0165s, max@0.0607s",gn
10091,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10091_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0194s, max@0.0192s",gn
10131,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10131_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.07s, max@0.0697s",gn
10137,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10137_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0331s, max@0.0432s",gn
10146,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10146_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0545s, max@0.0481s",gn
10149,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v10149_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.03488s, max@0.03528s",gn
10150,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10150_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0546s, max@0.02s",gn
10151,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10151_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0407s, max@0.0431s",gn
10156,10SEATLERE00AC1P,2,LEFT REAR SEAT CROSSMEMBER AX,"v10156_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.0436s, max@0.042s",gn
10159,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10159_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0145s, max@0.0314s",gn
10165,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10165_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0417s, max@0.0179s",gn
10168,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10168_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0373s, max@0.0291s",gn
10169,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10169_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0233s, max@0.027s",gn
10174,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10174_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.011s, max@0.0387s",gn
10175,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v10175_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.0268s, max@0.02992s",gn
10180,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10180_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0525s, max@0.0528s",gn
10183,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10183_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0455s, max@0.0432s",gn
10185,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v10185_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.01568s, max@0.0128s",gn
10189,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10189_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0102s, max@0.0457s",gn
10191,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10191_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0317s, max@0.0252s",gn
10195,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10195_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0226s, max@0.0317s",gn
10309,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10309_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0264s, max@0.021s",gn
10310,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v10310_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.01576s, max@0.02824s",gn
10312,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10312_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.018s, max@0.014s",gn
10316,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10316_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0233s, max@0.168s",gn
10317,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10317_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0507s, max@0.0143s",gn
10320,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10320_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0174s, max@0.0154s",gn
10342,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10342_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0477s, max@0.0446s",gn
10343,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10343_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0715s, max@0.0718s",gn
10346,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10346_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.025s, max@0.0202s",gn
10349,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10349_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0584s, max@0.019s",gn
10383,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10383_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0281s, max@0.0225s",gn
10387,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10387_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0567s, max@0.0265s",gn
10391,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10391_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0714s, max@0.0211s",gn
10551,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10551_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0308s, max@0.0283s",gn
10552,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10552_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0381s, max@0.1412s",gn
10555,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v10555_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.06368s, max@0.0252s",gn
10556,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10556_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0249s, max@0.0218s",gn
10557,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10557_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.1274s, max@0.1277s",gn
10562,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v10562_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.01408s, max@0.0144s",gn
10576,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10576_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0513s, max@0.0507s",gn
10635,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10635_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0622s, max@0.0192s",gn
10638,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10638_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0519s, max@0.0548s",gn
10642,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v10642_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.0108s, max@0.02088s",gn
10647,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10647_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0433s, max@0.0385s",gn
10648,10SEATLERE00AC1P,2,LEFT REAR SEAT CROSSMEMBER AX,"v10648_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.01985s, max@0.0222s",gn
10651,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10651_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0469s, max@0.0488s",gn
10652,10SEATLERE00AC1P,2,LEFT REAR SEAT CROSSMEMBER AX,"v10652_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.05995s, max@0.02175s",gn
10656,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10656_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0502s, max@0.0508s",gn
10660,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10660_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0146s, max@0.0313s",gn
10671,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10671_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0504s, max@0.0387s",gn
10672,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10672_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0475s, max@0.0473s",gn
10673,10SEATLERE00AC1P,2,LEFT REAR SEAT CROSSMEMBER AX -> EXCEEDED CALIBRATION RANGE AT 56.3MS,"v10673_093aq0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=4000; min@0.05635s, max@0.0559s",gn
10675,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10675_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0311s, max@0.0267s",gn
10680,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10680_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0209s, max@0.023s",gn
10681,10DOORLERE00AC1P,1,LEFT REAR SILL AX,"v10681_093aa0.uds; Sensor: type=AC, Attach=DSLR, Prefilter Frequency=2900; min@0.0106s, max@0.0161s",gn
10682,10SEATLERE00AC1P,2,CROSSMEMBER LEFT REAR X,"v10682_093aa0.uds; Sensor: type=AC, Attach=SELR, Prefilter Frequency=2000; min@0.07344s, max@0.02392s",gn
10690,10FORALERE00AC1P,1,LEFT REAR SEAT CROSSMEMBER X,"v10690_093aa0.uds; Sensor: type=AC, Attach=FLLR, Prefilter Frequency=2800; min@0.0204s, max@0.0207s",gn
